ingredients,recipe_urls,recipe_name,desc,ingredients_parsed
"[""�Women's"", 'Baby', 'pink', 'Colour', 'Floral', 'Checks', 'Back', 'Design', 'and', 'Check', 'Sleeves', 'Embroidery', 'Silk', 'Readymade', 'Blouse', 'For', 'Saree', 'and', 'Lehenga', 'Choli,blouse', 'mesmore']",890.jpeg,blouse mesmore,�Women's Baby pink Colour Floral Checks Back Design and Check Sleeves Embroidery Silk Readymade Blouse For Saree and Lehenga Choli,pink floral check back design check sleeve embroidery silk readymade blouse saree lehenga mesmore
"['Traditional', 'Readymade', 'Saree', 'Blouse', 'RED,blouse', 'fab', '2', 'fashion']",891.jpeg,blouse fab 2 fashion,Traditional Readymade Saree Blouse RED,traditional readymade saree blouse fab fashion
"['U-Neck', 'Women', 'Blouse,blouse', 'saara']",892.jpeg,blouse saara,U-Neck Women Blouse,u neck woman saara
"['Designer', 'Lycra', 'Blause', 'For', 'Women(Red', '&', 'Gold),blouse', 'sp', 'enterprise']",893.jpeg,blouse sp enterprise,Designer Lycra Blause For Women(Red & Gold),designer lycra blause sp enterprise
"[""Women's"", 'Round', 'Neck', 'Design', 'Hand', 'Embroidery', 'and', 'Sequins', 'Work', 'Stitch', 'Readymade', 'Blouse', 'for', 'Saree', 'and', 'Lahenga', 'Choli(38+4', 'inch', 'Margin),blouse', 'flossy']",894.jpeg,blouse flossy,Women's Round Neck Design Hand Embroidery and Sequins Work Stitch Readymade Blouse for Saree and Lahenga Choli(38+4 inch Margin),neck design hand embroidery sequin work stitch readymade blouse saree lahenga flossy
"[""Women's"", 'Lyrca', 'Solid', 'Short', 'Sleeve', 'Blouse,blouse', 'rb', 'creation']",895.jpeg,blouse rb creation,Women's Lyrca Solid Short Sleeve Blouse,lyrca solid short sleeve rb creation
"['Brand', ""Women's"", '&', ""Girl's"", 'Jacquard', 'Short', 'Sleeves', 'Blouse,blouse', 'generic', 'brand']",896.jpeg,blouse generic brand,Brand Women's & Girl's Jacquard Short Sleeves Blouse,brand jacquard short sleeve generic brand
"[""Women's"", 'jacquard', 'Blouse', 'With', 'Boat', 'Neck', '(FD-BL-20005-Blue),blouse', 'fab', 'dadu']",897.jpeg,blouse fab dadu,Women's jacquard Blouse With Boat Neck (FD-BL-20005-Blue),jacquard blouse boat neck bl fab dadu
"[""Women's"", 'Silk', 'Half', 'Sleeve', 'Saree', 'Blouse,blouse', 'blockmoda']",898.jpeg,blouse blockmoda,Women's Silk Half Sleeve Saree Blouse,silk sleeve saree blockmoda
"[""Women's"", 'Multicolor', 'Sequence', 'Gold', 'Embroidery', 'Thread', 'Work', 'Heavy', 'Dupion', 'Silk', 'Readymade', 'Blouse', 'Saree', 'and', 'Lehenga', 'Choli,blouse', 'vihu', 'fashion']",899.jpeg,blouse vihu fashion,Women's Multicolor Sequence Gold Embroidery Thread Work Heavy Dupion Silk Readymade Blouse Saree and Lehenga Choli,multicolor sequence gold embroidery thread work dupion silk readymade blouse saree lehenga vihu fashion
"['Round', 'Neck', 'Women', 'Blouse,blouse', 'xomantic', 'fashion']",900.jpeg,blouse xomantic fashion,Round Neck Women Blouse,neck woman xomantic fashion
"[""Women's"", 'Peacock', 'Design', 'Embridery', 'Work', 'with', 'Stone', 'Multicolor', 'Readymade', 'Blouse', '(38+4inch', 'Margin),blouse', 'kayra', 'creation']",901.jpeg,blouse kayra creation,Women's Peacock Design Embridery Work with Stone Multicolor Readymade Blouse (38+4inch Margin),peacock design embridery work stone multicolor readymade blouse kayra creation
"['Premium', ""Women's"", 'Cotton', 'Lycra', 'Stretchable', 'Readymade', 'Plain', '3/4', 'Sleeve', 'Saree', 'Blouse(Combo', 'of', '4)(FP3-8-77-79),blouse', 'jelite']",902.jpeg,blouse jelite,Premium Women's Cotton Lycra Stretchable Readymade Plain 3/4 Sleeve Saree Blouse(Combo of 4)(FP3-8-77-79),premium cotton lycra stretchable readymade sleeve saree jelite
"[""Women's"", 'Phantom', 'Silk', 'Flower', 'Embroidery', 'Sleeves', 'Design', 'Readymade', 'Blouse(38', '+', '4inch', 'Margin)(Peach),blouse', 'pooja', 'creation']",903.jpeg,blouse pooja creation,Women's Phantom Silk Flower Embroidery Sleeves Design Readymade Blouse(38 + 4inch Margin)(Peach),phantom silk flower embroidery sleeve design readymade pooja creation
"[""Women's"", 'Cotton', 'Lycra', 'Solid', '3/4', 'Sleeves', 'Blouse,blouse', 'caramel', 'blue']",904.jpeg,blouse caramel blue,Women's Cotton Lycra Solid 3/4 Sleeves Blouse,cotton lycra solid sleeve caramel blue
"[""Women's"", 'Regular', '(Bollywood', 'Blouse_Multicolor', '38),blouse', 'pujia', 'mills']",905.jpeg,blouse pujia mills,Women's Regular (Bollywood Blouse_Multicolor 38),regular pujia mill
"[""Women's"", 'Cotton', 'Blouse(Maroon_34),blouse', 'abhi']",906.jpeg,blouse abhi,Women's Cotton Blouse(Maroon_34),cotton abhi
"[""Women's"", 'Golden', 'Moti', 'Design', 'Readymade', 'Phantom', 'Silk', 'Blouse,blouse', 'rutva', 'enterprise']",907.jpeg,blouse rutva enterprise,Women's Golden Moti Design Readymade Phantom Silk Blouse,golden moti design readymade phantom silk rutva enterprise
"['Raw', 'Silk', 'Blouse,blouse', 'nishtha', 'creation']",908.jpeg,blouse nishtha creation,Raw Silk Blouse,silk nishtha creation
"[""Women's"", 'Purple', 'Brocade', 'Readymade', 'Saree', 'Blouse-SSB2886-PRPL,blouse', 's', 'salwar', 'studio']",909.jpeg,blouse s salwar studio,Women's Purple Brocade Readymade Saree Blouse-SSB2886-PRPL,purple brocade readymade saree blouse s salwar studio
"[""Women's"", 'Cotton', 'Stretchable', 'Saree', 'Blouse', 'Crop', 'Top', 'Choli', '(Orange,', 'Free', 'Size),blouse', 'fressia', 'fabrics']",910.jpeg,blouse fressia fabrics,"Women's Cotton Stretchable Saree Blouse Crop Top Choli (Orange, Free Size)",cotton stretchable saree blouse crop top choli fressia fabric
"[""Women's"", 'Rich', 'Golden', 'Brocade', 'Sleeveless', 'Readymade', 'Saree', 'Blouse,blouse', 'madhu', 'fashion']",911.jpeg,blouse madhu fashion,Women's Rich Golden Brocade Sleeveless Readymade Saree Blouse,rich golden brocade sleeveless readymade saree madhu fashion
"[""Women's"", 'Regular', '(Readymade', 'Blouse_Multicolor', 'Standard),blouse', 'pujia', 'mills']",912.jpeg,blouse pujia mills,Women's Regular (Readymade Blouse_Multicolor Standard),regular pujia mill
"[""Women's"", 'Red', 'Velvet', 'Readymade', 'Saree', 'Blouse-SSB2968-RED,blouse', 's', 'salwar', 'studio']",913.jpeg,blouse s salwar studio,Women's Red Velvet Readymade Saree Blouse-SSB2968-RED,velvet readymade saree blouse s salwar studio
"[""Women's"", 'Brocade,Inner-Cotton', 'Stiched', 'Blouse', '(Marun,M)-PID29904,blouse', 'india', 'mantra']",914.jpeg,blouse india mantra,"Women's Brocade,Inner-Cotton Stiched Blouse (Marun,M)-PID29904",cotton stiched blouse india mantra
"[""Women's"", 'Silk', 'Solid', 'Sleeveless', 'Saree', 'Blouse,blouse', 'blockmoda']",915.jpeg,blouse blockmoda,Women's Silk Solid Sleeveless Saree Blouse,silk solid sleeveless saree blockmoda
"[""Women's"", 'Phantom', 'Silk', 'Embroidered', 'Chain', 'Blouse', 'for', 'Saree', 'and', 'Lehenga', 'Choli', '(size', '38', '+', '4', 'inch', 'margin)', '(Maroon),blouse', 'mesmore']",916.jpeg,blouse mesmore,Women's Phantom Silk Embroidered Chain Blouse for Saree and Lehenga Choli (size 38 + 4 inch margin) (Maroon),phantom silk embroidered chain blouse saree lehenga choli mesmore
"[""Women's"", 'Cotton', 'Lycra', 'Stretchable', 'Readymade', 'Round', 'Neck', 'Blouse', 'for', 'Silk', 'Sari,blouse', 'yagnaseni']",917.jpeg,blouse yagnaseni,Women's Cotton Lycra Stretchable Readymade Round Neck Blouse for Silk Sari,cotton lycra stretchable readymade neck blouse silk yagnaseni
"['Chanderi', 'Silk', 'Hand', 'Work', 'Embellished', 'Blouse', 'for', 'Women', '(OW8A6518_34)', 'Blue,blouse', 'intrigue']",918.jpeg,blouse intrigue,Chanderi Silk Hand Work Embellished Blouse for Women (OW8A6518_34) Blue,chanderi silk hand work embellished blouse woman intrigue
"['Round', 'Neck', 'Women', 'Blouse,blouse', 'vamas-the', 'designer', 'blouses']",919.jpeg,blouse vamas-the designer blouses,Round Neck Women Blouse,neck woman vamas designer blouse
"['Printed', 'Round', 'Neck', 'Readymade', 'Saree', 'Blouse', 'For', ""Women's,blouse"", 'ocean', 'fashion']",920.jpeg,blouse ocean fashion,Printed Round Neck Readymade Saree Blouse For Women's,printed neck readymade saree blouse ocean fashion
"[""Women's"", 'Navy', 'Blue', 'Velvet', 'Readymade', 'Saree', 'Blouse-SSB2892-NVBL,blouse', 's', 'salwar', 'studio']",921.jpeg,blouse s salwar studio,Women's Navy Blue Velvet Readymade Saree Blouse-SSB2892-NVBL,navy blue velvet readymade saree blouse s salwar studio
"['Unstitched', 'Silk', 'Blouse', 'Piece', 'Material', 'Mobile', 'Packing', '1', 'Meter,', '(100', 'cm)-D118,blouse', 'cotton', 'colors']",922.jpeg,blouse cotton colors,"Unstitched Silk Blouse Piece Material Mobile Packing 1 Meter, (100 cm)-D118",unstitched silk blouse material mobile packing cotton color
"['Women’s', 'Designer', 'Artificial', 'Raw', 'Silk', 'Long', 'Crop', 'Top', 'V', 'Neck', 'Padded', 'Readymade', 'Blouse,blouse', 'rang', 'pahel']",923.jpeg,blouse rang pahel,Women’s Designer Artificial Raw Silk Long Crop Top V Neck Padded Readymade Blouse,designer artificial silk crop top v neck padded readymade rang pahel
"['Readymade', 'Velvet', 'Blouse', 'for', 'Women,blouse', 'intrigue']",924.jpeg,blouse intrigue,Readymade Velvet Blouse for Women,readymade velvet blouse intrigue
"['Mango', 'Silk', 'Embroidery', 'Coding', 'Work', '&', 'Diamond', 'Handwork', 'Readymade', 'Blouse(38+4Inch', 'Margin),blouse', 'bieth']",925.jpeg,blouse bieth,Mango Silk Embroidery Coding Work & Diamond Handwork Readymade Blouse(38+4Inch Margin),mango silk embroidery coding work diamond handwork readymade bieth
"['Five', 'Star', 'Fabric', 'Blouse', 'for', 'Women', 'Readymade,blouse', 'generic']",926.jpeg,blouse generic,Five Star Fabric Blouse for Women Readymade,five star fabric blouse woman generic
"[""Women's"", 'Brocade', 'Self', 'Design', 'Cap', 'Sleeve', 'Saree', 'Blouse(JB019-BLUE_36_AU_Blue_36),blouse', 'auriglam']",927.jpeg,blouse auriglam,Women's Brocade Self Design Cap Sleeve Saree Blouse(JB019-BLUE_36_AU_Blue_36),brocade self design cap sleeve saree auriglam
"[""Women's"", 'Floral', 'Design', 'Hand', 'Embroidery', 'Gold', 'Thread', 'Blouse', 'with', 'Stone', 'Work.,blouse', 'swami']",928.jpeg,blouse swami,Women's Floral Design Hand Embroidery Gold Thread Blouse with Stone Work.,floral design hand embroidery gold thread blouse stone swami
"['Womens', 'Cotton', 'Lycra', 'Strechable', 'Readymade', 'Designer', 'Ladies', 'Saree', 'Blouse', 'Pack', 'Of', '5', '(Multicolour_2XL),blouse', 'rjkart']",929.jpeg,blouse rjkart,Womens Cotton Lycra Strechable Readymade Designer Ladies Saree Blouse Pack Of 5 (Multicolour_2XL),woman cotton lycra strechable readymade designer lady saree blouse pack rjkart
"[""Women's"", 'Cotton', 'Lycra', 'Readymade', 'Saree', 'Blouse', 'Black,blouse', 'pink', 'dolfin']",930.jpeg,blouse pink dolfin,Women's Cotton Lycra Readymade Saree Blouse Black,cotton lycra readymade saree blouse pink dolfin
"[""Women's"", 'WearHeavy', 'Zari', 'and', 'Resham', 'Embroidery', 'Work', 'With', 'Heavy', 'Worked', 'Blouse', '4823,blouse', 'step', 'n', 'shop.com']",931.jpeg,blouse step n shop.com,Women's WearHeavy Zari and Resham Embroidery Work With Heavy Worked Blouse 4823,wearheavy zari resham embroidery work worked blouse step n
"['Round', 'Neck', 'Cotton', 'Lycra', 'Women', '3/4th', 'sleeve', 'Blouse,blouse', 'nikxtex']",932.jpeg,blouse nikxtex,Round Neck Cotton Lycra Women 3/4th sleeve Blouse,neck cotton lycra woman sleeve nikxtex
"['SEQUINS', 'BROAD', 'BACK', 'CUT', 'DHORI', 'SLEEVELESS', 'PADDED', 'BLOUSE,blouse', 'glamourholic']",933.jpeg,blouse glamourholic,SEQUINS BROAD BACK CUT DHORI SLEEVELESS PADDED BLOUSE,sequin broad back dhori sleeveless padded glamourholic
"['Stretchable', 'Blouse', '28', 'to', '46', 'Size', 'Cotton', 'Lycra', 'for', 'Women,blouse', 'priyal', 'designer']",934.jpeg,blouse priyal designer,Stretchable Blouse 28 to 46 Size Cotton Lycra for Women,stretchable blouse cotton lycra priyal designer
"[""women's"", 'cotton', 'lycra', 'stretchable', 'short', 'sleeve', 'blouse', 'readymade,blouse', 'lady', 'don']",935.jpeg,blouse lady don,women's cotton lycra stretchable short sleeve blouse readymade,cotton lycra stretchable short sleeve blouse lady don
"['Blouse', 'Readymade', 'Designer', 'Party', 'Piece', 'Size', '38', 'Accessories', 'for', 'Women,blouse', 'generic']",936.jpeg,blouse generic,Blouse Readymade Designer Party Piece Size 38 Accessories for Women,blouse readymade designer party accessory generic
"['Maa', 'Creation', '-', ""Women's"", 'Cotton', 'Print', 'with', 'Boat', 'Neck', 'Readymade', 'Blouse', 'Black,blouse', 'generic']",937.jpeg,blouse generic,Maa Creation - Women's Cotton Print with Boat Neck Readymade Blouse Black,maa creation cotton print boat neck readymade blouse generic
"[""Women's"", 'Banglori', 'Silk', 'Solid', 'Short', 'Sleeve', 'Stitched', 'Blouse,blouse', 'ethnic', 'yard']",938.jpeg,blouse ethnic yard,Women's Banglori Silk Solid Short Sleeve Stitched Blouse,banglori silk solid short sleeve stitched ethnic yard
"[""Women's"", 'Maroon', 'Brocade', 'Blouse', 'With', 'Collar', 'Neck', '(FD-BL-20015-Maroon),blouse', 'fab', 'dadu']",939.jpeg,blouse fab dadu,Women's Maroon Brocade Blouse With Collar Neck (FD-BL-20015-Maroon),maroon brocade blouse collar neck bl fab dadu
"['Shree', 'Shakti', ""CEATION'S"", 'RED', 'Elephant', 'Embroidery', 'Work', 'Blouse,blouse', 'generic']",940.jpeg,blouse generic,Shree Shakti CEATION'S RED Elephant Embroidery Work Blouse,shree shakti elephant embroidery work generic
"[""Women's"", 'Cotton', 'Lycra', 'Stretchable', 'Stitched', 'Blouse', '(Grey,', 'Free', 'Size),blouse', 'fabwomen']",941.jpeg,blouse fabwomen,"Women's Cotton Lycra Stretchable Stitched Blouse (Grey, Free Size)",cotton lycra stretchable stitched blouse fabwomen
"[""Women's"", 'Cotton', 'Lycra', 'Matty', 'Stitched', 'Readymade', 'Blouse,blouse', 'aloff', 'exports']",942.jpeg,blouse aloff exports,Women's Cotton Lycra Matty Stitched Readymade Blouse,cotton lycra matty stitched readymade aloff export
"['V-Neck', 'Women', 'Blouse,blouse', 'fab', 'dadu']",943.jpeg,blouse fab dadu,V-Neck Women Blouse,v neck woman fab dadu
"['WIDEHAVEN', ""Women's"", 'Silk', 'Embroidery', 'Designer', 'Half', 'Sleeve', 'Readymade', 'Blouse,blouse', 'widehaven', 'fashion']",944.jpeg,blouse widehaven fashion,WIDEHAVEN Women's Silk Embroidery Designer Half Sleeve Readymade Blouse,widehaven silk embroidery designer sleeve readymade widehaven fashion
"[""Women's"", 'White', 'Knitted', 'Cotton', 'Lycra', 'Readymade', 'Stretchable', 'Saree', 'Blouse-SSB3199-WHTE-FS,blouse', 's', 'salwar', 'studio']",945.jpeg,blouse s salwar studio,Women's White Knitted Cotton Lycra Readymade Stretchable Saree Blouse-SSB3199-WHTE-FS,knitted cotton lycra readymade stretchable saree blouse whte s salwar studio
"[""Women's"", 'Polyester', 'Cap', 'Sleeve', 'Readymade', 'Saree', 'Blouse,blouse', 'nd', '&', 'r']",946.jpeg,blouse nd & r,Women's Polyester Cap Sleeve Readymade Saree Blouse,polyester cap sleeve readymade saree nd r
"['Premium', ""Women's"", 'Cotton', 'Lycra', 'Stretchable', 'Readymade', 'Plain', 'Saree', 'Blouse(Combo', 'of', '4)(PB3-8-20-73),blouse', 'jelite']",947.jpeg,blouse jelite,Premium Women's Cotton Lycra Stretchable Readymade Plain Saree Blouse(Combo of 4)(PB3-8-20-73),premium cotton lycra stretchable readymade saree jelite
"[""Women's"", 'Velvet', 'Floral', 'Long', 'Sleeve', 'Blouse,blouse', 'drapme']",948.jpeg,blouse drapme,Women's Velvet Floral Long Sleeve Blouse,velvet floral sleeve drapme
"[""Women's"", 'Cotton', 'Lycra', 'Solid', 'Sleeveless', 'Crop', 'Top', 'Saree', 'Blouse(RR074B_AU_Red_32-36),blouse', 'auriglam']",949.jpeg,blouse auriglam,Women's Cotton Lycra Solid Sleeveless Crop Top Saree Blouse(RR074B_AU_Red_32-36),cotton lycra solid sleeveless crop top saree auriglam
"[""Women's"", 'mehendi-green', 'Strech', 'Velvet', 'Non-Padded', 'Stretchable', 'Readymade', 'Saree', 'Blouse(SSB1806-MHGR_Mehendi-Green_M', 'To', 'XL),blouse', 'salwar', 'studio']",950.jpeg,blouse salwar studio,Women's mehendi-green Strech Velvet Non-Padded Stretchable Readymade Saree Blouse(SSB1806-MHGR_Mehendi-Green_M To XL),mehendi strech velvet non padded stretchable readymade saree salwar studio
"[""Women's"", 'Cotton', 'Lycra', 'Readymade', 'Stretchable', 'Fully', 'Stitched', '3/4', 'Net', 'Sleeves', 'with', 'Frill', 'Pattern', 'Blouse-Choli', 'for', 'Saree,', 'Lehenga,', 'Crop', 'Top,blouse', 'mooldhani']",951.jpeg,blouse mooldhani,"Women's Cotton Lycra Readymade Stretchable Fully Stitched 3/4 Net Sleeves with Frill Pattern Blouse-Choli for Saree, Lehenga, Crop Top",cotton lycra readymade stretchable fully stitched net sleeve frill pattern blouse choli crop mooldhani
"['Cotton', 'Silk', 'Blend', 'Gold', 'Color', 'Unstitched', 'Blouse', 'Materials', '.1', 'Meters', 'Each', '{Pack', 'of', '10', 'Pieces},blouse', 'a', 'cottons']",952.jpeg,blouse a cottons,Cotton Silk Blend Gold Color Unstitched Blouse Materials .1 Meters Each {Pack of 10 Pieces},cotton silk blend gold color unstitched blouse material each cotton
"['WIDEHAVEN', ""Women's"", 'Multicolor', 'Peacock', 'Hevy', 'Handwork', 'Embroidey', 'Sleeves', 'Work', 'Phantom', 'Silk', 'Readymade', 'Blouse', 'for', 'Saree,blouse', 'widehaven', 'fashion']",953.jpeg,blouse widehaven fashion,WIDEHAVEN Women's Multicolor Peacock Hevy Handwork Embroidey Sleeves Work Phantom Silk Readymade Blouse for Saree,widehaven multicolor peacock hevy handwork embroidey sleeve work phantom silk readymade blouse widehaven fashion
"['Round', 'Neck', 'Women', 'Blouse,blouse', 'abhi']",954.jpeg,blouse abhi,Round Neck Women Blouse,neck woman abhi
"[""Women's"", 'Embroidered', 'Silk', 'Blouse', 'With', 'Round', 'Neck', '(BL-114)_Free_Size,blouse', 'amrutam', 'fab']",955.jpeg,blouse amrutam fab,Women's Embroidered Silk Blouse With Round Neck (BL-114)_Free_Size,embroidered silk blouse neck amrutam fab
"['Premium', ""Women's"", 'Cotton', 'Lycra', 'Stretchable', 'Readymade', '3/4', 'Net', 'Sleeve', 'Saree', 'Blouse,blouse', 'jelite']",956.jpeg,blouse jelite,Premium Women's Cotton Lycra Stretchable Readymade 3/4 Net Sleeve Saree Blouse,premium cotton lycra stretchable readymade net sleeve saree jelite
"[""Women's"", 'Pink', 'Color', 'Silk', 'Based', 'Zari', 'Worked', 'Blouse', 'with', 'Sleeveless', 'Sleeve', 'and', 'Boat', 'Neck', 'Neck,blouse', 'linisa']",957.jpeg,blouse linisa,Women's Pink Color Silk Based Zari Worked Blouse with Sleeveless Sleeve and Boat Neck Neck,pink color silk based zari worked blouse sleeveless sleeve boat neck linisa
"['Cotton', 'Lycra', 'Stretchable', 'Readymade', 'To', 'Wear', 'Saree', 'Blouse', 'With', 'Short', 'Sleeve,blouse', 'nikxtex']",958.jpeg,blouse nikxtex,Cotton Lycra Stretchable Readymade To Wear Saree Blouse With Short Sleeve,cotton lycra stretchable readymade wear saree blouse short nikxtex
"['Women’s', 'Ilkal', 'Cotton', 'Silk', 'Khun', 'Fabric', 'Half', 'Sleeves', 'Readymade', 'Saree', 'Blouse', '–', 'Pinkish', 'Maroon', '(L-Large),blouse', 'shubhsarini', 'collections']",959.jpeg,blouse shubhsarini collections,Women’s Ilkal Cotton Silk Khun Fabric Half Sleeves Readymade Saree Blouse – Pinkish Maroon (L-Large),ilkal cotton silk khun fabric sleeve readymade saree blouse pinkish maroon shubhsarini collection
"[""Women's"", 'Cotton', 'and', 'Polyester', 'Padded', 'Blouse', '(GG-BL-0002_Black_Free', 'Size),blouse', 'golden', 'girl']",960.jpeg,blouse golden girl,Women's Cotton and Polyester Padded Blouse (GG-BL-0002_Black_Free Size),cotton polyester padded blouse bl golden girl
"[""Women's"", 'Silk', 'Embroidery', 'Handwork', 'Designs', 'and', 'Stone', 'Work', 'Readymade', '3/4', 'Sleeve', 'Blouse', 'for', 'Saree', 'and', 'Lehenga', 'Choli', '(Size', '38+margin),', 'Rani,blouse', 'pujia', 'mills']",961.jpeg,blouse pujia mills,"Women's Silk Embroidery Handwork Designs and Stone Work Readymade 3/4 Sleeve Blouse for Saree and Lehenga Choli (Size 38+margin), Rani",silk embroidery handwork design stone work readymade sleeve blouse saree lehenga choli pujia mill
